GovernmentName,FiscalYear,TaxRateMO,TaxRateIS,TaxRateTotal,TaxableValue,BudgetedTotalExpenditures,Population,ADAWealth,ADA,ADA5YrsAgo,ADAGrowth,ADAGrowthPct,PledgeType,TotalPrincipalOutstanding,TotalInterestOutstanding,TotalDebtServiceOutstanding,GODebtToTaxableValue,GODebtServiceToTaxableValue,DebtPerCapitaPledgeType,DebtPerADA,DebtServiceToExpenditures
Blooming Grove ISD,2020,1.01,0.0662,1.0762,226864746,9909247,3956,271329.28,834.734,798,36.734,4.6033,GO,945000,101100,1046100,0.4165,0.4611,239,1132,0.1056
Levelland ISD,2010,1.04,0.097,1.137,1502168943,30685564,13429,569480.975,2638,2788,-150,-5.3802,GO,20455000,15273420,35728420,1.3617,2.3785,1523,7754,1.1643
Friona ISD,2012,0.92,0,0.92,306078627,12946968,4965,274938.7852,1113,1146,-33,-2.8796,GO,4000000,632247,4632247,1.3069,1.5134,806,3594,0.3578
Franklin ISD,2013,0.932,0.378,1.31,2464262090,28275587,4715,2530848.7198,974,935,39,4.1711,GO,6390000,63900,6453900,0.2593,0.2619,1355,6561,0.2282
Fruitvale ISD,2021,0.9977,0.1474,1.1451,57346310,6338452,1206,161056.07,388.17,374,14.17,3.7888,GO,1805000,741025,2546025,3.1475,4.4397,1497,4652,0.4017
Celina ISD,2007,1.37,0.38,1.75,493043761,13031183,6300,318854.9151,1546,1147,399,34.7864,GO,51302991,49373015,100676006,10.4054,20.4193,8143,33184,7.7258
Colmesneil ISD,2009,1.04,0,1.04,107857747,5657782,2232,221284.7896,487,564,-77,-13.6525,GO,430000,159430,589430,0.3987,0.5465,193,883,0.1042
Callisburg ISD,2016,1.04,0.2027,1.2427,588383284,13357236,7668,551686.6905,1062,1082,-20,-1.8484,GO,17829997,9232983,27062980,3.0303,4.5995,2325,16789,2.0261
Tarkington ISD,2021,0.8747,0.11,0.9847,749120110,20318568,7656,456788.9,1635.241,1741,-105.759,-6.0746,GO,7825000,1064820,8889820,1.0446,1.1867,1022,4786,0.4375
Santa Rosa ISD,2020,1.0683,0.277,1.3453,95700535,17590500,4335,112281.37,849.168,1057,-207.832,-19.6624,GO,7855000,2369400,10224400,8.2079,10.6837,1812,9252,0.5812
Colmesneil ISD,2020,1.03,0,1.03,148249628,4768932,2774,334085.4,443.981,386,57.981,15.021,GO,1030000,100716,1130716,0.6948,0.7627,371,2320,0.2371
Ferris ISD,2020,1.0638,0.3789,1.4427,501940353,35400930,11384,211357.59,2382.627,2320,62.627,2.6994,GO,30039518,11364420,41403938,5.9847,8.2488,2639,12606,1.1696
Glen Rose ISD,2015,0.825,0.069,0.894,2679728990,23515166,7933,1728928.9419,1574,1543,31,2.0091,GO,22810000,4940742,27750742,0.8512,1.0356,2875,14492,1.1801
Joaquin ISD,2007,1.281,0.086,1.367,242690551,6813342,3023,387084.7903,627,583,44,7.5472,GO,3150157,1234287,4384443,1.298,1.8066,1042,5024,0.6435
Beeville ISD,2021,1.0547,0.137,1.1917,892057454,37509910,22411,327573.55,2723.228,3022,-298.772,-9.8866,GO,18140000,3259643,21399643,2.0335,2.3989,809,6662,0.5705
Gonzales ISD,2012,1.04,0.066,1.106,646643200,30093460,12900,255330.225,2533,2316,217,9.3696,GO,3115000,328576,3443576,0.4817,0.5325,241,1230,0.1144
Malone ISD,2018,,,,,1580891,713,357743.7746,136,89,47,52.809,LP,347000,49896,396896,,,487,2551,0.2511
San Elizario ISD,2008,1.04,0.079,1.119,127477179,43183703,11557,36338.3276,3508,3453,55,1.5928,GO,5424998,808284,6233282,4.2557,4.8897,469,1546,0.1443
Abernathy ISD,2018,1.17,0.33,1.5,575356346,10763454,3583,749631.9449,717,719,-2,-0.2782,GO,20845000,4961950,25806950,3.623,4.4854,5818,29073,2.3976
Lake Dallas ISD,2009,1.17,0.48,1.65,1266148814,45274389,32800,328053.0124,3860,3406,454,13.3294,GO,103144287,147059531,250203818,8.1463,19.761,3145,26721,5.5264
Childress ISD,2007,1.37,0.085,1.455,162341335,10839900,5940,148812.3572,1091,1108,-17,-1.5343,GO,3180000,1107435,4287435,1.9588,2.641,535,2915,0.3955
Mart ISD,2017,1.04,0.1695,1.2095,130965918,6043109,2865,229904.5062,488,515,-27,-5.2427,GO,1635000,203488,1838488,1.2484,1.4038,571,3350,0.3042
Normangee ISD,2019,1.04,0.42,1.46,305261557,14620593,3649,537141.6185,553.141,493,60.141,12.199,GO,17434984,6183215,23618199,5.7115,7.737,4778,31528,1.6154
Wolfe City ISD,2014,,,,,6202070,2669,,577,579,-2,-0.3454,LP,3841000,895487,4736487,,,1439,6657,0.7637
Midlothian ISD,2013,1.04,0.5,1.54,2629708985,110629756,32675,364111.7984,7222,6812,410,6.0188,GO,228992167,188473550,417465717,8.7079,15.875,7008,31708,3.7735
Amarillo ISD,2019,1.08,0.159,1.239,8783539160,332679654,185292,289774.5558,29595.804,30275,-679.196,-2.2434,GO,245770000,157060291,402830291,2.7981,4.5862,1326,8304,1.2109
Seminole ISD,2014,0.74,0.26,1,5609243619,77573261,17358,,2537,2233,304,13.614,GO,68510000,33290500,101800500,1.2214,1.8149,3947,27004,1.3123
Elysian Fields ISD,2020,0.97,0.19,1.16,473397295,10015440,4442,604225.94,836.5,848,-11.5,-1.3561,GO,5750000,808150,6558150,1.2146,1.3853,1294,6870,0.6548
McLean ISD,2019,1.04,0.231,1.271,100033187,2815949,1098,459074.5489,212.183,192,20.183,10.512,GO,1325000,203100,1528100,1.3246,1.5276,1207,6250,0.5427
Plemons-Stinnett-Phillips CISD,2017,1.01,0.305,1.315,1117327005,15233860,3083,1464155.7406,629,568,61,10.7394,GO,18755000,1555394,20310394,1.6786,1.8178,6083,29817,1.3332
Walnut Springs ISD,2018,,,,,1934960,150,463815.0774,162,160,2,1.25,LP,310000,34925,344925,,,2067,1914,0.1783
El Paso ISD,2012,1.04,0.195,1.235,15013559493,610500295,360000,253744.1371,59168,57148,2020,3.5347,GO,445188641,267437073,712625714,2.9652,4.7465,1237,7524,1.1673
McGregor ISD,2009,1.04,0.17,1.21,252805661,14296114,5882,213512.5242,1184,1088,96,8.8235,GO,7154249,6694558,13848807,2.8299,5.478,1216,6042,0.9687
Cooper ISD,2013,1.17,0.32,1.49,156943785,8501612,3857,214494.0364,732,801,-69,-8.6142,GO,13140000,6884119,20024119,8.3724,12.7588,3407,17951,2.3553
Ben Bolt-Palito Blanco ISD,2011,1.04,0.274,1.314,70626098,7785050,2148,126998.1749,556,566,-10,-1.7668,GO,5909395,2779910,8689305,8.3672,12.3032,2751,10628,1.1162
Ore City ISD,2015,1.17,0.165,1.335,142166382,9230829,4319,176424.8353,804,792,12,1.5152,GO,11577000,5942475,17519475,8.1433,12.3232,2680,14399,1.8979
Big Sandy ISDa,2021,1.0547,0.1536,1.2083,186834198,7233387,2277,417085.32,457.814,485,-27.186,-5.6054,GO,1110000,60560,1170560,0.5941,0.6265,487,2424,0.1618
Brooks County ISD,2019,1.17,0.37,1.54,548196355,20771843,7586,371551.4212,1383.155,1409,-25.845,-1.8343,GO,28710000,12911256,41621256,5.2372,7.5924,3785,20759,2.0037
Sanger ISD,2020,1.0683,0.24,1.3083,1195260016,38080186,13909,497622.74,2412.179,2527,-114.821,-4.5438,GO,18678414,27977161,46655575,1.5627,3.9034,1343,7744,1.2252
Devers ISD,2018,1.04,0.0859,1.1259,162114353,2035769,1232,1044942.8141,161,159,2,1.2579,GO,535000,21750,556750,0.33,0.3434,434,3323,0.2735
Graford ISD,2017,1.04,0.0797,1.1197,948606005,4809686,2250,2930073.1351,336,295,41,13.8983,GO,8910537,2989145,11899683,0.9393,1.2544,3960,26519,2.4741
DeKalb ISD,2021,1.0547,0,1.0547,211500017,9981939,4416,303409.4,697.078,742,-44.922,-6.0542,GO,490000,58380,548380,0.2317,0.2593,111,703,0.0549
Midland ISD,2017,1.04,0.08,1.1201,18587007970,239961668,155000,880491.5432,22923,21283,1640,7.7057,GO,215990000,119297953,335287953,1.162,1.8039,1393,9422,1.3973
Blanco ISD,2012,1.04,0.121,1.161,656785568,11936944,6482,718502.0173,914,921,-7,-0.76,GO,12935000,4115080,17050080,1.9694,2.596,1996,14152,1.4283
Rotan ISD,2013,1.17,0.047,1.217,83925806,4636714,2714,297123.5179,282,329,-47,-14.2857,GO,210000,22203,232203,0.2502,0.2767,77,745,0.0501
Lipan ISD,2019,1.17,0.31,1.48,173337769,5386655,2500,412737.609,409.328,309,100.328,32.4686,GO,7361454,7991931,15353385,4.2469,8.8575,2945,17999,2.8503
Bridgeport ISD,2009,1.04,0.159,1.199,1220391031,22097072,12177,559441.3206,2181,2073,108,5.2098,GO,16760000,8021731,24781731,1.3733,2.0306,1376,7685,1.1215
Kerens ISD,2011,1.04,0.07,1.11,231039634,7521839,3161,394545.0003,586,649,-63,-9.7072,GO,2063130,997670,3060800,0.893,1.3248,653,3521,0.4069
Splendora ISD,2008,,,,,30639845,14227,97625.6782,3063,2769,294,10.6176,LP,1137000,68057,1205057,,,80,371,0.0393
Bellville ISD,2020,1.0359,0.14,1.1759,1400209891,24890465,12296,687004.52,2032.602,2105,-72.398,-3.4393,GO,17545000,5937779,23482779,1.253,1.6771,1427,8630,0.9434
Boyd ISD,2018,1.04,0.27,1.31,565029559,12125352,6884,444399.2318,1233,1051,182,17.3168,GO,21897000,7595987,29492987,3.8754,5.2197,3181,17759,2.4323
Gustine ISD,2021,0.9752,0.0738,1.049,84155499,3339673,835,84109360,1,145,-144,-99.3103,GO,1756000,296962,2052962,2.0866,2.4395,2103,1756000,0.6147
Wolfe City ISD,2009,,,,,8217847,3604,154939.5755,576,570,6,1.0526,LP,2998902,1604019,4602920,,,832,5206,0.5601
New Boston ISD,2008,1.04,0.213,1.253,278001813,12563081,6417,209351.3261,1328,1288,40,3.1056,GO,17848112,14433283,32281395,6.4201,11.6119,2781,13440,2.5695
Colorado ISD,2016,1.17,0.438,1.608,416509150,27602053,7484,461751.5687,902,977,-75,-7.6766,GO,28670000,31120175,59790175,6.8834,14.3551,3831,31785,2.1661
Jefferson ISD,2018,1.04,0.0884,1.1284,621346107,13546339,9088,525103.0491,1166,1100,66,6,GO,6085000,1973473,8058473,0.9793,1.2969,670,5219,0.5949
Brownfield ISD,2007,1.37,0.1,1.47,565555668,18203847,14154,342789.6806,1650,2057,-407,-19.7861,GO,8420000,6538730,14958730,1.4888,2.645,595,5103,0.8217
Troup ISD,2015,0.993,0.125,1.118,294420861,12111275,8532,293641.7418,1001,1004,-3,-0.2988,GO,6750000,3078873,9828873,2.2926,3.3384,791,6743,0.8115
Wheeler ISD,2020,0.97,0.15,1.12,293911596,4834884,11943,707704,415.303,432,-16.697,-3.865,GO,4775000,2008600,6783600,1.6246,2.308,400,11506,1.4031
Haskell CISD,2018,1.1413,0.021,1.1623,181071520,8257730,4581,313734.729,504,570,-66,-11.5789,GO,21380000,11384053,32764053,11.8075,18.0945,4667,42421,3.9677
Fort Elliott CISD,2016,0.8067,0.0664,0.8731,1867761787,5321070,984,12595282.7251,148,117,31,26.4957,GO,4955000,251275,5206275,0.2653,0.2787,5036,33480,0.9784
Alief ISD,2008,1.04,0.225,1.265,11011148289,421949526,242154,267632.1229,41143,41332,-189,-0.4573,GO,239903656,74468545,314372201,2.1787,2.855,991,5831,0.745
Ft Hancock ISD,2014,1.0314,0,1.0314,180168486,6321909,1912,,449,494,-45,-9.1093,GO,1435000,524432,1959432,0.7965,1.0876,751,3196,0.3099
Beaumont ISD,2013,1.04,0.275,1.315,9215031606,205851138,113866,507325.2006,18164,17682,482,2.7259,GO,398045000,292813575,690858575,4.3195,7.4971,3496,21914,3.3561
Chilton ISD,2020,0.97,0.21,1.18,79778528,6287588,2253,167556.19,476.13,459,17.13,3.732,GO,1881000,230229,2111229,2.3578,2.6464,835,3952,0.3358
Higgins ISD,2015,1.04,0.1006,1.1406,481471753,3821202,671,3600306.4696,134,91,43,47.2527,GO,1400000,42500,1442500,0.2908,0.2996,2086,10448,0.3775
Godley ISD,2010,0.922,0.15,1.072,1449642378,39874106,7300,993540.6517,1459,1258,201,15.9777,GO,34719988,27346361,62066349,2.3951,4.2815,4756,23797,1.5566
San Felipe-Del Rio CISD,2017,1.04,0.1198,1.1598,1677156355,104367708,48975,173888.877,9700,9741,-41,-0.4209,GO,35889993,11751131,47641124,2.1399,2.8406,733,3700,0.4565
Vidor ISD,2015,1.125,0.0877,1.2127,1024493451,44510238,85489,236653.1558,4540,4580,-40,-0.8734,GO,17103415,7896460,24999875,1.6695,2.4402,200,3767,0.5617
Callisburg ISD,2011,1.04,0.246,1.286,544494225,14699709,5993,492415.3887,1106,1002,104,10.3792,GO,20495000,14961744,35456744,3.764,6.5119,3420,18531,2.4121
Spearman ISD,2015,1.04,0.198,1.238,477100834,10183300,4648,588840.273,810,779,31,3.9795,GO,10020000,1775151,11795151,2.1002,2.4723,2156,12370,1.1583
Medina Valley ISD,2021,0.8713,0.4729,1.3442,2512729423,96475196,34764,429591.12,5844.421,4452,1392.421,31.2763,GO,190617932,128645283,319263215,7.5861,12.7058,5483,32618,3.3093
Deweyville ISD,2011,1.04,0.25,1.29,420454950,8870825,3375,676348.821,622,704,-82,-11.6477,GO,11254995,4048155,15303150,2.6769,3.6397,3335,18095,1.7251
Gorman ISD,2021,0.916,0.245,1.161,137439191,5709696,1560,533238.66,257.474,312,-54.526,-17.4763,GO,3585000,1170275,4755275,2.6084,3.4599,2298,13949,0.8328
Mission CISD,2016,1.17,0.1972,1.3672,1751296081,224857367,52771,121419.3128,14350,14398,-48,-0.3334,GO,123463222,67307408,190770631,7.0498,10.8931,2340,8604,0.8484
Ferris ISD,2015,1.04,0.285,1.325,314774448,24873338,11501,137375.8952,2284,2254,30,1.331,GO,30950148,15997671,46947819,9.8325,14.9147,2691,13551,1.8875
Georgetown ISD,2007,1.37,0.255,1.625,3857905273,87460219,53000,429995.0984,8972,7929,1043,13.1542,GO,149454977,68917881,218372858,3.874,5.6604,2820,16658,2.4968
Roscoe Collegiate ISD,2009,1.17,0.07,1.24,163788042,3812139,1625,527722.0654,310,338,-28,-8.284,GO,6874998,3853020,10728018,4.1975,6.5499,4231,22177,2.8142
Pleasant Grove ISD,2009,1.09,0.35,1.44,750061774,26153454,13334,411046.3578,1825,1847,-22,-1.1911,GO,41520000,29759344,71279344,5.5355,9.5031,3114,22751,2.7254
Livingston ISD,2021,1.0547,0.255,1.3097,1778078643,47416966,24476,494312.54,3586.04,3803,-216.96,-5.705,GO,53820000,18930398,72750398,3.0269,4.0915,2199,15008,1.5343
Roscoe Collegiate ISD,2020,1.0684,0.2516,1.32,304409891,8905601,4359,572834.33,531.41,541,-9.59,-1.7726,GO,5320000,1332724,6652724,1.7476,2.1854,1220,10019,0.747
Lubbock-Cooper ISD,2016,1.04,0.4987,1.5387,2269783654,61600486,38138,413891.6466,5480,4034,1446,35.8453,GO,164520714,162047883,326568597,7.2483,14.3877,4314,30022,5.3014
Bells ISD,2019,1.17,0.335,1.505,246754261,10161794,3986,268389.7877,836.186,713,123.186,17.2771,GO,16439000,8616986,25055986,6.6621,10.1542,4124,19664,2.4657
Burkburnett ISD,2018,1.17,0.37,1.54,773853778,33907474,21777,259866.8487,2911,3124,-213,-6.8182,GO,41850000,22995568,64845568,5.408,8.3796,1922,14377,1.9124
Channelview ISD,2007,1.349,0.309,1.658,1964263477,66516106,32753,257894.5286,7617,6348,1269,19.9905,GO,66045316,32213169,98258485,3.3623,5.0023,2016,8671,1.4772
Borger ISD,2020,0.97,0.4129,1.3829,995337498,50957707,14018,281715.23,2292.112,2470,-177.888,-7.2019,GO,65246811,45284421,110531232,6.5552,11.1049,4655,28467,2.1691
Oakwood ISD,2017,1.04,0.2044,1.2444,114875611,2270659,1777,599623.6414,171,185,-14,-7.5676,GO,3125000,105127,3230127,2.7203,2.8118,1759,18275,1.4226
Bridge City ISD,2012,1.04,0.15,1.19,869037577,23026577,11538,340823.2416,2550,2348,202,8.6031,GO,22947744,10612690,33560434,2.6406,3.8618,1989,8999,1.4575
San Felipe-Del Rio CISD,2010,1.04,0.159,1.199,1358826450,97134476,46049,142290.558,9550,9833,-283,-2.8781,GO,52529986,30129111,82659097,3.8658,6.0831,1141,5501,0.851
Moody ISD,2014,1.04,0.3493,1.3893,146839579,8328790,3657,,638,652,-14,-2.1472,GO,10673540,7539523,18213063,7.2688,12.4034,2919,16730,2.1868
Temple ISD,2016,,,,,89761483,57765,371674.5526,7794,7899,-105,-1.3293,REV,355000,42206,397206,,,6,46,0.0044
Jonesboro ISD,2018,1.17,0.0761,1.2461,75756032,2474837,941,275277.1863,293,166,127,76.506,GO,570000,185738,755738,0.7524,0.9976,606,1945,0.3054
Somerville ISD,2009,1.04,0.104,1.144,195374564,5981680,3920,429087.2122,455,649,-194,-29.8921,GO,2830000,1352477,4182477,1.4485,2.1407,722,6220,0.6992
Howe ISD,2014,1.17,0.265,1.435,209960795,9831646,4782,,992,931,61,6.5521,GO,9472243,4394524,13866766,4.5114,6.6045,1981,9549,1.4104
Allen ISD,2013,1.17,0.5,1.67,7823522431,231911249,89810,409396.7754,19110,16807,2303,13.7026,GO,484983037,306125081,791108118,6.199,10.1119,5400,25378,3.4113
Schulenburg ISD,2009,1.04,0.165,1.205,313109543,7992620,4786,453808.9118,690,695,-5,-0.7194,GO,7458190,3174558,10632748,2.382,3.3959,1558,10809,1.3303
Fort Elliott CISD,2012,0.807,0.067,0.874,1642358985,3428655,794,14080581.1471,117,152,-35,-23.0263,GO,4045000,144050,4189050,0.2463,0.2551,5094,34573,1.2218
Hempstead ISD,2013,1.17,0.21,1.38,427392029,16866918,9439,300856.7813,1421,1302,119,9.1398,GO,18340948,8588108,26929056,4.2914,6.3008,1943,12907,1.5966
Garner ISD,2019,1.04,0.1048,1.1448,173900784,2353325,4038,892909.9597,183.54,177,6.54,3.6949,GO,1145000,145975,1290975,0.6584,0.7424,284,6223,0.5486
Olfen ISD,2014,1.17,0.0548,1.2248,5227019,949371,94,,62,68,-6,-8.8235,GO,1020000,340200,1360200,19.514,26.0225,10851,16452,1.4327
Carthage ISD,2011,0.9,0.24,1.14,3435287384,41382806,12833,1307608.9179,2627,2601,26,0.9996,GO,26588000,1990149,28578149,0.774,0.8319,2072,10121,0.6906
Ysleta ISD,2013,1.17,0.16,1.33,6764961322,435917991,203940,168249.1292,40208,41145,-937,-2.2773,GO,217300000,94995763,312295763,3.2121,4.6164,1066,5404,0.7164
Latexo ISD,2009,1.04,0.17,1.21,136081920,4924020,2250,326652.0082,417,427,-10,-2.3419,GO,2515000,681484,3196484,1.8482,2.3489,1118,6031,0.6492
Electra ISD,2020,1.0683,0.38,1.4484,182391904,6430760,2441,498310.13,368.418,378,-9.582,-2.5349,GO,10525000,5429203,15954203,5.7705,8.7472,4312,28601,2.4809
Avery ISD,2019,1.17,0,1.17,50561312,3967874,1330,161654.413,306.875,333,-26.125,-7.8453,GO,368000,87774,455774,0.7278,0.9014,277,1199,0.1149
McDade ISD,2016,1.04,0.0791,1.1191,68591804,2622347,1334,331730.3635,206,177,29,16.3842,GO,910000,230100,1140100,1.3267,1.6622,682,4417,0.4348
Celeste ISD,2012,1.17,0.339,1.509,76134697,5420116,2000,174380.891,437,487,-50,-10.2669,GO,8060000,5452573,13512573,10.5865,17.7482,4030,18444,2.493
Clint ISD,2009,1.04,0.295,1.335,877794208,107463708,34573,87117.1389,10076,8027,2049,25.5263,GO,141811402,101514545,243325947,16.1554,27.7202,4102,14074,2.2643
Benavides ISD,2021,0.9664,0.157,1.1234,249429774,5580781,2005,1207134.16,221.769,334,-112.231,-33.6021,GO,4740000,594663,5334663,1.9003,2.1387,2364,21351,0.9559
Cameron ISD,2018,1.04,0.33,1.37,359362138,17612447,8499,212270.6954,1647,1502,145,9.6538,GO,18210000,5296825,23506825,5.0673,6.5413,2143,11056,1.3347
Alba-Golden ISD,2008,1.04,0.087,1.127,204567235,8365917,4079,259991.758,787,706,81,11.4731,GO,2335000,1628521,3963521,1.1414,1.9375,572,2967,0.4738
Kountze ISD,2021,1.0344,0.1756,1.21,422254155,15395438,7731,430800.53,1006.589,1070,-63.411,-5.9263,GO,8230000,2164063,10394063,1.9491,2.4616,1065,8173,0.6751
Lohn ISD,2016,1.17,0.057,1.227,27109119,1800773,216,315042.8128,86,97,-11,-11.3402,GO,1030000,483963,1513963,3.7995,5.5847,4769,11977,0.8407
La Poynor ISD,2017,1.04,0.288,1.328,183167338,5109224,2475,516657.9104,415,419,-4,-0.9547,GO,8496000,3755896,12251896,4.6384,6.6889,3433,20472,2.398
Quinlan ISD,2021,0.9827,0.1,1.0827,1087169297,30519024,17742,461521.03,2344.636,2382,-37.364,-1.5686,GO,10435000,2349850,12784850,0.9598,1.176,588,4450,0.4189
El Paso ISD,2015,1.04,0.195,1.235,15816843628,629055992,328572,279117.4929,56188,59343,-3155,-5.3165,GO,373620664,180161045,553781709,2.3622,3.5012,1137,6649,0.8803
Aquilla ISD,2021,1.0547,0.2161,1.2708,97112227,4400294,1656,324744.8,299.039,273,26.039,9.5381,GO,1378000,140028,1518028,1.419,1.5632,832,4609,0.345
Southwest ISD,2019,1.1184,0.3546,1.473,3836752381,172585338,63458,250360.3989,12546.727,12552,-5.273,-0.042,GO,286063272,178774066,464837338,7.4559,12.1154,4508,22799,2.6934
West Hardin County CISD,2012,1.04,0.152,1.192,176114948,5478644,3073,318146.2518,554,543,11,2.0258,GO,3085000,1201130,4286130,1.7517,2.4337,1004,5569,0.7823
Eustace ISD,2007,1.326,0.192,1.518,412546988,13086106,8390,276988.7122,1489,1474,15,1.0176,GO,14840000,8941985,23781985,3.5972,5.7647,1769,9966,1.8173
Christoval ISD,2012,1.17,0.076,1.246,205504239,4818435,2097,485896.843,423,376,47,12.5,GO,1130000,363050,1493050,0.5499,0.7265,539,2671,0.3099
Taft ISD,2019,1.17,0.3455,1.5155,344082639,18659553,4020,358189.0012,937.338,1034,-96.662,-9.3484,GO,27890000,15811168,43701168,8.1056,12.7008,6938,29765,2.342
Christoval ISD,2013,1.16,0.076,1.236,257337329,4888063,2097,600702.4585,428,379,49,12.9288,GO,1575000,493113,2068113,0.612,0.8037,751,3680,0.4231
Beaumont ISD,2008,,,,,195623360,119869,468656.055,17711,19161,-1450,-7.5675,LP,7450000,2495700,9945700,,,62,421,0.0508
West Orange-Cove CISD,2009,1.04,0.209,1.249,1607047508,29897978,11142,673017.289,2388,2817,-429,-15.229,GO,60088617,47127736,107216353,3.7391,6.6716,5393,25163,3.5861
Mount Calm ISD,2020,1.0683,0.0793,1.1476,34200436,2768710,1032,200922.24,169.48,166,3.48,2.0964,GO,1500000,551850,2051850,4.3859,5.9995,1453,8876,0.7411
Alba-Golden ISD,2014,1.04,0.067,1.107,253071650,8073627,5215,,771,799,-28,-3.5044,GO,1995000,794028,2789028,0.7883,1.1021,383,2588,0.3454
Electra ISD,2018,1.17,0.38,1.55,162791503,5276541,2441,450183.2815,377,408,-31,-7.598,GO,11075000,6212116,17287116,6.8032,10.6192,4537,29377,3.2762
Willis ISD,2017,1.04,0.35,1.39,3061048123,71554826,37397,398726.209,6809,6065,744,12.2671,GO,153927769,103283887,257211656,5.0286,8.4027,4116,22607,3.5946
La Vega ISD,2016,1.17,0.289,1.459,689733986,33880987,14741,246747.9799,2792,2651,141,5.3187,GO,41641834,23917030,65558864,6.0374,9.5049,2825,14915,1.935
Channelview ISD,2014,1.04,0.3995,1.4395,2642927758,91786075,37997,,8352,8094,258,3.1875,GO,148597450,82337342,230934793,5.6225,8.7378,3911,17792,2.516
Millsap ISD,2016,1.17,0.495,1.665,297878677,10481169,4468,340282.9855,874,699,175,25.0358,GO,20064055,10269095,30333150,6.7356,10.1831,4491,22957,2.8941
Martins Mill ISD,2007,1.326,0.1,1.426,78972031,5110500,1250,173945.6723,454,393,61,15.5216,GO,1230000,526030,1756030,1.5575,2.2236,984,2709,0.3436
Anna ISD,2012,1.04,0.5,1.54,495913987,49085997,13500,224444.6236,2210,1906,304,15.9496,GO,93530024,130659104,224189128,18.8601,45.2073,6928,42321,4.5673
Aledo ISD,2017,1.17,0.425,1.595,2741758228,49785280,23147,537552.6649,5244,4498,746,16.5851,GO,176257122,140760530,317017651,6.4286,11.5626,7615,33611,6.3677
Runge ISD,2020,0.97,0.46,1.43,461364582,6360195,1462,2308542.77,199.851,264,-64.149,-24.2989,GO,9774000,2524099,12298099,2.1185,2.6656,6685,48870,1.9336
Rio Grande City Grulla ISD,2020,1.0125,0.3099,1.3224,1689553740,135373908,36448,146081.84,8577.093,10096,-1518.907,-15.0446,GO,93010000,31204199,124214199,5.505,7.3519,2552,10844,0.9176
Whitewright ISD,2013,1.17,0.265,1.435,157636523,7780223,3660,211956.2457,744,710,34,4.7887,GO,7704338,4211637,11915975,4.8874,7.5591,2105,10355,1.5316
Ennis ISD,2011,1.04,0.5,1.54,1684130038,73985015,27502,310853.5701,5418,5224,194,3.7136,GO,158931309,240365016,399296325,9.437,23.7094,5779,29334,5.397
White Deer ISD,2013,1.04,0.1143,1.1543,354232892,4148370,1518,999621.5562,354,351,3,0.8547,GO,1080000,71299,1151299,0.3049,0.325,711,3051,0.2775
Rusk ISD,2010,1.04,0.118,1.158,370366311,19358195,11575,187512.2451,1975,1800,175,9.7222,GO,5450000,1180337,6630337,1.4715,1.7902,471,2759,0.3425
Marfa ISD,2016,1.04,0.17,1.21,241819316,5007396,2300,833909.7194,310,333,-23,-6.9069,GO,6629260,2663281,9292541,2.7414,3.8428,2882,21385,1.8558
Spring Branch ISD,2008,1.09,0.195,1.285,16894509877,317060503,188000,576846.8462,29288,30060,-772,-2.5682,GO,544013009,329401009,873414018,3.2201,5.1698,2894,18575,2.7547
Malone ISD,2018,1.17,0.0591,1.2291,51373765,1580891,713,357743.7746,136,89,47,52.809,GO,898000,394680,1292680,1.748,2.5162,1259,6603,0.8177
Woodville ISD,2015,1.04,0.075,1.115,843927296,18174813,509,689179.5681,1224,1222,2,0.1637,GO,2795000,260988,3055988,0.3312,0.3621,5491,2283,0.1681
McGregor ISD,2010,1.04,0.15,1.19,260787737,13954778,5882,211556.9531,1233,1120,113,10.0893,GO,6797641,6366380,13164020,2.6066,5.0478,1156,5513,0.9433
Scurry-Rosser ISD,2013,1.04,0.21,1.25,149002301,9315944,4497,156354.7256,953,844,109,12.9147,GO,7219980,5889840,13109820,4.8455,8.7984,1606,7576,1.4072
Floresville ISD,2020,0.97,0.365,1.335,1410256091,43109138,22452,416905.45,3711.296,3715,-3.704,-0.0997,GO,56164990,20297881,76462871,3.9826,5.4219,2502,15135,1.7737
Blum ISD,2015,1.17,0.2304,1.4004,111462766,3994191,1791,324446.9607,343,340,3,0.8824,GO,2360000,706800,3066800,2.1173,2.7514,1318,6880,0.7678
Waxahachie ISD,2013,1.04,0.3889,1.4289,2738296129,75114147,31055,381033.4504,7186,6242,944,15.1234,GO,116749295,140385978,257135273,4.2636,9.3903,3759,16247,3.4233
Alice ISD,2020,1.023,0.2283,1.2513,1107132834,54605798,23937,272629.62,4041.601,4684,-642.399,-13.7148,GO,37430000,16977350,54407350,3.3808,4.9143,1564,9260,0.9964
Somerville ISD,2015,1.04,0.0944,1.1344,217486908,5333770,3779,509491.6089,427,426,1,0.2347,GO,2115000,500983,2615983,0.9725,1.2028,560,4953,0.4905
Humble ISD,2013,1.17,0.35,1.52,10184555881,364639864,177666,290962.4128,35003,31570,3433,10.8742,GO,591255000,328384654,919639654,5.8054,9.0297,3328,16892,2.522
Angleton ISD,2016,1.04,0.4152,1.4552,2398822750,72373005,40154,377127.625,6366,5931,435,7.3343,GO,125004993,54521830,179526823,5.2111,7.484,3113,19636,2.4806
